id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1,city,state_id,state_name,population,density
6842,M,1,33033,7,1,4.5,34,8,0,0,0,0,Homestead,FL,Florida,68121,1177.9
6843,U,0,33037,7,1,14.5,9,5,0,0,0,0,Key Largo,FL,Florida,13265,155.6
6844,U,0,33037,7,1,19.5,11,31,0,0,1,0,Key Largo,FL,Florida,13265,155.6
6845,M,0,33040,7,2,86.5,19,3,0,0,0,0,Key West,FL,Florida,36379,792.5
6846,M,0,33040,7,3,98.5,7,4,0,0,0,0,Key West,FL,Florida,36379,792.5
6847,M,0,33040,7,1,24.5,10,21,1,0,0,0,Key West,FL,Florida,36379,792.5
6848,M,0,33040,7,5,235.5,34,7,0,0,0,0,Key West,FL,Florida,36379,792.5
6849,M,0,33044,7,1,12,15,29,1,0,0,0,International,International,International,International,International
6850,M,0,33044,7,2,80,6,5,0,0,0,0,International,International,International,International,International
6851,M,1,33054,7,4,273.5,16,17,1,0,0,0,Opa Locka,FL,Florida,31590,1452.3
6852,M,1,33054,7,2,99,7,13,0,0,0,0,Opa Locka,FL,Florida,31590,1452.3
6853,F,1,33060,7,2,39,20,31,1,0,0,0,Pompano Beach,FL,Florida,37522,2083.6
6854,F,1,33060,7,1,146,1,30,1,0,0,0,Pompano Beach,FL,Florida,37522,2083.6
6855,M,0,33062,7,2,101.5,1,11,0,0,0,0,Pompano Beach,FL,Florida,24805,2457.6
6856,M,0,33062,7,2,70.5,9,10,0,0,0,0,Pompano Beach,FL,Florida,24805,2457.6
6857,M,1,33063,7,3,167.5,2,21,0,0,1,0,Pompano Beach,FL,Florida,55143,2595.1
6858,M,1,33063,7,1,34.5,7,10,0,0,0,0,Pompano Beach,FL,Florida,55143,2595.1
6859,U,1,33063,7,1,12,26,23,1,0,0,0,Pompano Beach,FL,Florida,55143,2595.1
6860,U,1,33063,7,1,59.5,30,1,0,0,0,0,Pompano Beach,FL,Florida,55143,2595.1
6861,U,1,33064,7,3,28.5,3,15,0,0,0,0,Pompano Beach,FL,Florida,60009,2269.9
6862,U,1,33064,7,1,19.5,20,3,0,0,0,0,Pompano Beach,FL,Florida,60009,2269.9
6863,F,0,33064,7,3,203.5,3,1,0,0,0,0,Pompano Beach,FL,Florida,60009,2269.9
6864,F,0,33064,7,1,87,19,31,1,0,0,0,Pompano Beach,FL,Florida,60009,2269.9
6865,M,1,33065,7,2,201.5,9,28,1,0,0,0,Coral Springs,FL,Florida,60600,2727.3
6866,M,1,33065,7,3,114.5,11,17,0,0,0,0,Coral Springs,FL,Florida,60600,2727.3
6867,F,0,33065,7,2,138.5,32,17,0,1,1,0,Coral Springs,FL,Florida,60600,2727.3
6868,F,0,33065,7,3,41,18,10,0,0,0,0,Coral Springs,FL,Florida,60600,2727.3
6869,M,0,33067,7,1,97,29,9,0,0,0,0,Pompano Beach,FL,Florida,24696,964.6
6870,M,0,33067,7,1,24.5,11,17,0,0,0,1,Pompano Beach,FL,Florida,24696,964.6
6871,M,0,33067,7,5,182.5,7,5,0,0,0,0,Pompano Beach,FL,Florida,24696,964.6
6872,M,0,33067,7,1,61,9,24,1,0,0,0,Pompano Beach,FL,Florida,24696,964.6
6873,M,0,33068,7,1,33.5,16,33,1,0,0,0,Pompano Beach,FL,Florida,52792,3166.7
6874,M,0,33068,7,1,13,16,9,0,0,0,0,Pompano Beach,FL,Florida,52792,3166.7
6875,M,0,33069,7,1,97,34,14,0,0,0,0,Pompano Beach,FL,Florida,29228,1203.3
6876,M,0,33069,7,2,66.5,30,32,0,0,1,0,Pompano Beach,FL,Florida,29228,1203.3
6877,M,0,33071,7,4,42.5,28,21,1,0,0,0,Coral Springs,FL,Florida,39677,2044.4
6878,M,0,33071,7,2,59,13,8,0,0,0,0,Coral Springs,FL,Florida,39677,2044.4
6879,F,0,33071,7,1,53.5,4,2,0,0,0,0,Coral Springs,FL,Florida,39677,2044.4
6880,F,0,33071,7,1,97,12,5,0,0,0,0,Coral Springs,FL,Florida,39677,2044.4
6881,U,1,33073,7,3,123.5,3,32,0,1,1,0,Pompano Beach,FL,Florida,33691,1597.7
6882,U,1,33073,7,5,39,14,7,0,0,0,0,Pompano Beach,FL,Florida,33691,1597.7
6883,M,1,33077,7,2,254.5,2,3,0,0,0,0,International,International,International,International,International
6884,M,1,33077,7,1,37,14,9,0,0,0,0,International,International,International,International,International
6885,M,0,33102,7,1,34.5,9,27,0,0,1,0,International,International,International,International,International
6886,M,0,33102,7,2,39,18,7,0,0,0,0,International,International,International,International,International
6887,F,1,33122,7,1,14.5,24,5,0,0,0,0,Miami,FL,Florida,1873,301.9
6888,F,1,33122,7,4,125,4,2,0,0,0,0,Miami,FL,Florida,1873,301.9
6889,F,1,33126,7,1,29,17,9,0,0,0,0,Miami,FL,Florida,46798,3354
6890,F,1,33126,7,2,109,6,31,0,0,1,0,Miami,FL,Florida,46798,3354
6891,M,0,33126,7,3,56,11,26,1,0,0,0,Miami,FL,Florida,46798,3354
6892,M,0,33126,7,4,108,21,32,1,0,0,1,Miami,FL,Florida,46798,3354
6893,M,0,33129,7,1,9.5,19,1,0,0,0,0,Miami,FL,Florida,15184,4240.9
6894,M,0,33129,7,1,35.5,17,5,0,0,0,0,Miami,FL,Florida,15184,4240.9
6895,M,0,33131,7,1,74.5,36,34,0,0,1,0,Miami,FL,Florida,22540,17365.6
6896,M,0,33131,7,2,169,1,12,0,0,0,0,Miami,FL,Florida,22540,17365.6
6897,U,1,33131,7,2,106.5,17,25,1,0,0,0,Miami,FL,Florida,22540,17365.6
6898,U,1,33131,7,1,74.5,24,36,1,0,0,0,Miami,FL,Florida,22540,17365.6
6899,F,1,33133,7,2,87.5,2,30,1,0,0,0,Miami,FL,Florida,34500,3200.4
6900,F,1,33133,7,2,191.5,9,32,0,0,1,0,Miami,FL,Florida,34500,3200.4
6901,U,1,33133,7,1,9.5,33,11,0,0,0,0,Miami,FL,Florida,34500,3200.4
6902,U,1,33133,7,2,99,8,26,1,0,0,0,Miami,FL,Florida,34500,3200.4
6903,U,1,33134,7,2,84,16,19,0,0,1,0,Miami,FL,Florida,37958,2803.4
6904,U,1,33134,7,1,24.5,2,36,0,0,1,0,Miami,FL,Florida,37958,2803.4
6905,U,1,33134,7,5,184,2,6,0,0,0,0,Miami,FL,Florida,37958,2803.4
6906,U,1,33134,7,1,42.5,4,22,0,0,1,0,Miami,FL,Florida,37958,2803.4
6907,M,1,33134,7,5,100,17,10,0,0,0,0,Miami,FL,Florida,37958,2803.4
6908,M,1,33134,7,3,223,27,33,1,0,0,0,Miami,FL,Florida,37958,2803.4
6909,M,0,33137,7,4,154,12,13,0,0,0,0,Miami,FL,Florida,25283,4828.5
6910,M,0,33137,7,2,99,14,9,0,0,0,0,Miami,FL,Florida,25283,4828.5
6911,M,0,33138,7,1,4,15,16,0,0,0,0,Miami,FL,Florida,28609,2622.1
6912,M,0,33138,7,4,150,6,8,0,0,0,0,Miami,FL,Florida,28609,2622.1
6913,M,0,33139,7,1,67,3,9,0,0,0,0,Miami Beach,FL,Florida,35100,4870.6
6914,M,0,33139,7,1,235.5,2,36,0,0,1,0,Miami Beach,FL,Florida,35100,4870.6
6915,F,1,33140,7,5,137.5,11,10,0,0,0,0,Miami Beach,FL,Florida,19785,2474.5
6916,F,1,33140,7,1,112,2,18,0,0,0,0,Miami Beach,FL,Florida,19785,2474.5
6917,M,0,33141,7,2,39,7,15,0,0,0,0,Miami Beach,FL,Florida,35967,6011.4
6918,M,0,33141,7,1,104.5,21,29,0,0,1,0,Miami Beach,FL,Florida,35967,6011.4
6919,M,0,33143,7,3,102.5,25,6,0,0,0,0,Miami,FL,Florida,31688,1576.7
6920,M,0,33143,7,1,42,9,22,0,0,1,0,Miami,FL,Florida,31688,1576.7
6921,M,0,33143,7,1,14.5,22,6,0,0,0,0,Miami,FL,Florida,31688,1576.7
6922,M,0,33143,7,1,6,2,6,0,0,0,0,Miami,FL,Florida,31688,1576.7
6923,F,0,33144,7,1,64.5,34,4,0,0,0,0,Miami,FL,Florida,26596,3323.4
6924,F,0,33144,7,2,233,25,24,1,0,0,0,Miami,FL,Florida,26596,3323.4
6925,U,0,33145,7,2,76.5,18,25,0,0,1,0,Miami,FL,Florida,29240,4439.5
6926,U,0,33145,7,2,164.5,7,31,0,0,1,0,Miami,FL,Florida,29240,4439.5
6927,M,1,33146,7,5,98.5,11,1,0,0,0,0,Miami,FL,Florida,17962,2211.2
6928,M,1,33146,7,1,39.5,18,21,0,0,1,0,Miami,FL,Florida,17962,2211.2
6929,M,1,33149,7,1,69.5,24,17,1,0,0,0,Key Biscayne,FL,Florida,14639,1200.4
6930,M,1,33149,7,2,67.5,5,32,1,0,0,1,Key Biscayne,FL,Florida,14639,1200.4
6931,M,0,33152,7,3,83.5,6,12,0,0,0,0,International,International,International,International,International
6932,M,0,33152,7,1,59.5,17,13,0,0,0,0,International,International,International,International,International
6933,M,1,33155,7,4,112.5,22,9,0,0,0,0,Miami,FL,Florida,43702,2288.9
6934,M,1,33155,7,2,241.5,14,6,0,0,0,0,Miami,FL,Florida,43702,2288.9
6935,M,0,33155,7,5,191.5,1,10,0,0,0,0,Miami,FL,Florida,43702,2288.9
6936,M,0,33155,7,2,70,28,6,0,0,0,0,Miami,FL,Florida,43702,2288.9
6937,U,1,33156,7,4,192,1,4,0,0,0,0,Miami,FL,Florida,32582,906.9
6938,U,1,33156,7,5,266,1,8,0,0,0,0,Miami,FL,Florida,32582,906.9
6939,M,0,33156,7,3,183.5,6,19,0,0,0,0,Miami,FL,Florida,32582,906.9
6940,M,0,33156,7,2,219,15,28,1,0,0,0,Miami,FL,Florida,32582,906.9
6941,M,1,33156,7,2,110.5,32,3,0,0,0,0,Miami,FL,Florida,32582,906.9
6942,M,1,33156,7,1,19.5,23,36,1,0,0,0,Miami,FL,Florida,32582,906.9
6943,F,1,33157,7,5,87.5,2,1,0,0,0,0,Miami,FL,Florida,69152,1786.8
6944,F,1,33157,7,2,172.5,11,22,1,0,0,0,Miami,FL,Florida,69152,1786.8
6945,M,0,33157,7,1,49.5,13,4,0,0,0,0,Miami,FL,Florida,69152,1786.8
6946,M,0,33157,7,4,93,21,5,0,0,0,0,Miami,FL,Florida,69152,1786.8
6947,U,1,33160,7,1,80.5,16,18,0,0,1,0,North Miami Beach,FL,Florida,42058,3662.2
6948,U,1,33160,7,2,174,7,6,0,0,0,0,North Miami Beach,FL,Florida,42058,3662.2
6949,M,0,33161,7,3,63.5,27,14,0,0,0,0,Miami,FL,Florida,52824,3719.9
6950,M,0,33161,7,4,189.5,4,10,0,0,0,0,Miami,FL,Florida,52824,3719.9
6951,F,1,33162,7,1,39.5,24,1,0,0,0,0,Miami,FL,Florida,48326,3515.7
6952,F,1,33162,7,1,69.5,18,3,0,0,0,0,Miami,FL,Florida,48326,3515.7
6953,M,1,33165,7,1,97,15,18,1,0,0,0,Miami,FL,Florida,52047,2677.4
6954,M,1,33165,7,4,216.5,1,35,1,0,0,0,Miami,FL,Florida,52047,2677.4
6955,M,1,33166,7,2,73.5,16,17,0,0,0,1,Miami,FL,Florida,26364,1283.6
6956,M,1,33166,7,1,14.5,30,14,0,0,0,0,Miami,FL,Florida,26364,1283.6
6957,M,0,33166,7,1,39.5,23,33,1,0,0,0,Miami,FL,Florida,26364,1283.6
6958,M,0,33166,7,5,92.5,14,18,1,0,0,0,Miami,FL,Florida,26364,1283.6
6959,M,1,33168,7,1,24.5,13,7,0,0,0,0,Miami,FL,Florida,23458,2518.3
6960,M,1,33168,7,3,155,16,16,0,0,0,0,Miami,FL,Florida,23458,2518.3
6961,M,0,33172,7,1,105,25,5,0,0,0,0,Miami,FL,Florida,40278,2430.2
6962,M,0,33172,7,1,11,11,19,1,0,0,0,Miami,FL,Florida,40278,2430.2
6963,F,0,33173,7,1,44.5,20,2,0,0,0,0,Miami,FL,Florida,33026,2329
6964,F,0,33173,7,1,29.5,13,22,0,0,1,0,Miami,FL,Florida,33026,2329
6965,M,1,33173,7,4,143,19,11,0,0,0,0,Miami,FL,Florida,33026,2329
6966,M,1,33173,7,3,235,18,26,0,0,1,0,Miami,FL,Florida,33026,2329
6967,M,0,33175,7,1,89.5,19,7,0,0,0,0,Miami,FL,Florida,50233,2454.9
6968,M,0,33175,7,1,49.5,34,8,0,0,0,0,Miami,FL,Florida,50233,2454.9
6969,M,0,33176,7,1,69.5,19,24,1,0,0,0,Miami,FL,Florida,52719,1688.4
6970,M,0,33176,7,4,129.5,19,5,0,0,0,0,Miami,FL,Florida,52719,1688.4
6971,M,1,33176,7,2,40,10,1,0,0,0,0,Miami,FL,Florida,52719,1688.4
6972,M,1,33176,7,2,109,2,33,1,0,0,1,Miami,FL,Florida,52719,1688.4
6973,M,0,33176,7,4,145.5,33,34,1,0,0,0,Miami,FL,Florida,52719,1688.4
6974,M,0,33176,7,2,71.5,5,32,1,0,0,0,Miami,FL,Florida,52719,1688.4
6975,F,1,33178,7,2,19,1,23,1,0,0,0,Miami,FL,Florida,64751,409.2
6976,F,1,33178,7,1,24.5,11,3,0,0,0,0,Miami,FL,Florida,64751,409.2
6977,M,1,33179,7,3,73,25,20,0,0,1,0,Miami,FL,Florida,48196,3697.2
6978,M,1,33179,7,2,39,20,15,0,0,0,0,Miami,FL,Florida,48196,3697.2
6979,F,1,33180,7,1,49.5,1,19,0,0,1,0,Miami,FL,Florida,32881,3892.1
6980,F,1,33180,7,1,73.5,31,17,0,0,1,0,Miami,FL,Florida,32881,3892.1
6981,M,0,33181,7,4,105.5,12,29,0,0,1,0,Miami,FL,Florida,20448,2593.3
6982,M,0,33181,7,1,44.5,4,26,0,0,1,0,Miami,FL,Florida,20448,2593.3
6983,M,0,33183,7,2,49.5,28,2,0,0,0,0,Miami,FL,Florida,34057,2384.7
6984,M,0,33183,7,1,9.5,18,4,0,0,0,0,Miami,FL,Florida,34057,2384.7
6985,F,0,33183,7,4,174.5,2,13,0,0,0,0,Miami,FL,Florida,34057,2384.7
6986,F,0,33183,7,2,118,2,15,0,0,0,0,Miami,FL,Florida,34057,2384.7
6987,M,0,33186,7,2,84,15,8,0,0,0,0,Miami,FL,Florida,68750,2133.4
6988,M,0,33186,7,1,39.5,31,1,0,0,0,0,Miami,FL,Florida,68750,2133.4
6989,M,1,33186,7,1,46.5,2,22,0,0,1,0,Miami,FL,Florida,68750,2133.4
6990,M,1,33186,7,5,231.5,11,14,0,0,0,0,Miami,FL,Florida,68750,2133.4
6991,M,1,33186,7,3,52.5,2,30,1,0,0,0,Miami,FL,Florida,68750,2133.4
6992,M,1,33186,7,2,19,10,17,0,0,0,0,Miami,FL,Florida,68750,2133.4
6993,M,0,33190,7,2,67,5,14,0,0,0,0,Miami,FL,Florida,16909,3197.1
6994,M,0,33190,7,1,44.5,10,1,0,0,0,0,Miami,FL,Florida,16909,3197.1
6995,F,0,33196,7,4,492.5,2,33,1,0,0,0,Miami,FL,Florida,54187,400.8
6996,F,0,33196,7,4,128,2,19,0,0,0,0,Miami,FL,Florida,54187,400.8
6997,M,0,33265,7,1,49.5,3,33,1,0,0,0,International,International,International,International,International
6998,M,0,33265,7,1,53.5,16,6,0,0,0,0,International,International,International,International,International
6999,F,1,33301,7,2,124,14,4,0,0,0,0,Fort Lauderdale,FL,Florida,17069,2644
7000,F,1,33301,7,2,33,22,16,1,0,0,0,Fort Lauderdale,FL,Florida,17069,2644
7001,M,1,33303,7,4,123,2,4,0,0,0,0,International,International,International,International,International
7002,M,1,33303,7,3,120,35,10,0,0,0,0,International,International,International,International,International
7003,M,0,33305,7,1,19.5,18,22,1,0,0,0,Fort Lauderdale,FL,Florida,12633,2220.7
7004,M,0,33305,7,1,74.5,22,5,0,0,0,0,Fort Lauderdale,FL,Florida,12633,2220.7
7005,M,0,33308,7,2,44.5,22,7,0,0,0,0,Fort Lauderdale,FL,Florida,28406,2381.7
7006,M,0,33308,7,2,163.5,6,4,0,0,0,0,Fort Lauderdale,FL,Florida,28406,2381.7
7007,M,0,33308,7,4,310,7,25,1,0,0,0,Fort Lauderdale,FL,Florida,28406,2381.7
7008,M,0,33308,7,1,26.5,16,7,0,0,0,0,Fort Lauderdale,FL,Florida,28406,2381.7
7009,M,0,33309,7,1,89.5,27,8,0,0,0,0,Fort Lauderdale,FL,Florida,37829,1503.2
7010,M,0,33309,7,2,99,19,18,1,0,0,0,Fort Lauderdale,FL,Florida,37829,1503.2
7011,M,1,33309,7,3,42,28,6,0,0,0,0,Fort Lauderdale,FL,Florida,37829,1503.2
7012,M,1,33309,7,1,79.5,31,18,0,0,1,0,Fort Lauderdale,FL,Florida,37829,1503.2
7013,U,0,33311,7,5,160,23,26,1,0,0,0,Fort Lauderdale,FL,Florida,75435,2808.4
7014,U,0,33311,7,2,192,22,2,0,0,0,0,Fort Lauderdale,FL,Florida,75435,2808.4
7015,U,1,33312,7,2,19,19,8,0,0,0,0,Fort Lauderdale,FL,Florida,53409,1861.1
7016,U,1,33312,7,5,123,18,13,0,0,0,0,Fort Lauderdale,FL,Florida,53409,1861.1
7017,M,0,33313,7,1,13,16,23,1,0,0,0,Fort Lauderdale,FL,Florida,62232,3838
7018,M,0,33313,7,2,59,23,22,1,0,0,0,Fort Lauderdale,FL,Florida,62232,3838
7019,M,0,33314,7,3,105,31,18,0,0,0,0,Fort Lauderdale,FL,Florida,28978,1277.9
7020,M,0,33314,7,1,44.5,9,21,1,0,0,0,Fort Lauderdale,FL,Florida,28978,1277.9
7021,M,0,33315,7,2,52.5,1,24,1,0,0,0,Fort Lauderdale,FL,Florida,13253,968
7022,M,0,33315,7,4,122.5,15,5,0,0,0,0,Fort Lauderdale,FL,Florida,13253,968
7023,M,0,33316,7,3,43.5,11,24,1,0,0,0,Fort Lauderdale,FL,Florida,11304,1071
7024,M,0,33316,7,1,157,17,27,0,0,1,0,Fort Lauderdale,FL,Florida,11304,1071
7025,U,0,33317,7,1,20.5,4,34,0,0,1,0,Fort Lauderdale,FL,Florida,36322,1467.4
7026,U,0,33317,7,1,69.5,3,4,0,0,0,0,Fort Lauderdale,FL,Florida,36322,1467.4
7027,M,0,33317,7,1,37,19,15,0,0,0,0,Fort Lauderdale,FL,Florida,36322,1467.4
7028,M,0,33317,7,1,4.5,24,10,0,0,0,0,Fort Lauderdale,FL,Florida,36322,1467.4
7029,M,0,33319,7,2,66.5,9,31,1,0,0,0,Fort Lauderdale,FL,Florida,52000,2953.4
7030,M,0,33319,7,1,12,12,13,0,0,0,0,Fort Lauderdale,FL,Florida,52000,2953.4
7031,F,1,33321,7,2,99,12,35,1,0,0,0,Fort Lauderdale,FL,Florida,50307,2360.4
7032,F,1,33321,7,3,154.5,13,2,0,0,0,0,Fort Lauderdale,FL,Florida,50307,2360.4
7033,F,0,33322,7,1,19.5,14,20,1,0,0,0,Fort Lauderdale,FL,Florida,40738,2855.1
7034,F,0,33322,7,1,49.5,26,34,0,0,1,0,Fort Lauderdale,FL,Florida,40738,2855.1
7035,M,0,33322,7,1,76,19,26,1,0,0,0,Fort Lauderdale,FL,Florida,40738,2855.1
7036,M,0,33322,7,4,136.5,24,36,0,0,1,0,Fort Lauderdale,FL,Florida,40738,2855.1
7037,M,0,33324,7,4,86,16,34,0,0,1,0,Fort Lauderdale,FL,Florida,49994,2134.4
7038,M,0,33324,7,1,73.5,9,19,1,0,0,0,Fort Lauderdale,FL,Florida,49994,2134.4
7039,M,0,33324,7,3,216.5,21,20,0,0,1,0,Fort Lauderdale,FL,Florida,49994,2134.4
7040,M,0,33324,7,5,78,15,4,0,0,0,0,Fort Lauderdale,FL,Florida,49994,2134.4
7041,M,0,33325,7,1,14.5,14,18,1,0,0,0,Fort Lauderdale,FL,Florida,31546,1291.8
7042,M,0,33325,7,1,67,19,4,0,0,0,0,Fort Lauderdale,FL,Florida,31546,1291.8
7043,M,0,33326,7,1,16,1,23,0,0,1,0,Fort Lauderdale,FL,Florida,31514,1684.1
7044,M,0,33326,7,2,54,10,13,0,0,0,0,Fort Lauderdale,FL,Florida,31514,1684.1
7045,U,0,33326,7,5,80.5,18,26,0,0,1,0,Fort Lauderdale,FL,Florida,31514,1684.1
7046,U,0,33326,7,3,70.5,1,3,0,0,0,0,Fort Lauderdale,FL,Florida,31514,1684.1
7047,M,0,33328,7,2,51.5,18,33,0,0,1,0,Fort Lauderdale,FL,Florida,29544,1247.4
7048,M,0,33328,7,1,59.5,26,5,0,0,0,0,Fort Lauderdale,FL,Florida,29544,1247.4
7049,F,0,33330,7,4,91,5,8,0,0,0,0,Fort Lauderdale,FL,Florida,13619,474.6
7050,F,0,33330,7,3,225,3,25,0,0,1,1,Fort Lauderdale,FL,Florida,13619,474.6
7051,M,0,33332,7,1,79.5,20,11,0,0,0,0,Fort Lauderdale,FL,Florida,11809,132.8
7052,M,0,33332,7,1,9.5,12,11,0,0,0,0,Fort Lauderdale,FL,Florida,11809,132.8
7053,F,0,33334,7,2,39,24,25,1,0,0,0,Fort Lauderdale,FL,Florida,31047,2514.7
7054,F,0,33334,7,1,14.5,15,35,0,0,1,0,Fort Lauderdale,FL,Florida,31047,2514.7
7055,M,1,33351,7,1,192,15,22,0,0,1,0,Fort Lauderdale,FL,Florida,35082,2441.8
7056,M,1,33351,7,2,190.5,27,18,1,0,0,0,Fort Lauderdale,FL,Florida,35082,2441.8
7057,M,0,33351,7,5,383,9,20,0,0,1,0,Fort Lauderdale,FL,Florida,35082,2441.8
7058,M,0,33351,7,1,49.5,21,3,0,0,0,0,Fort Lauderdale,FL,Florida,35082,2441.8
7059,M,0,33401,7,1,9.5,16,10,0,0,0,0,West Palm Beach,FL,Florida,31625,2405.8
7060,M,0,33401,7,5,162.5,14,8,0,0,0,0,West Palm Beach,FL,Florida,31625,2405.8
7061,M,0,33403,7,3,69.5,8,24,0,0,1,0,West Palm Beach,FL,Florida,13698,1599.1
7062,M,0,33403,7,1,54.5,20,3,0,0,0,0,West Palm Beach,FL,Florida,13698,1599.1
7063,F,0,33404,7,3,239,14,21,0,0,1,0,West Palm Beach,FL,Florida,31034,1642.2
7064,F,0,33404,7,3,38.5,29,1,0,1,0,0,West Palm Beach,FL,Florida,31034,1642.2
7065,F,0,33406,7,1,47,25,5,0,0,0,0,West Palm Beach,FL,Florida,26093,1159.2
7066,F,0,33406,7,1,48.5,29,24,1,0,0,0,West Palm Beach,FL,Florida,26093,1159.2
7067,M,0,33407,7,2,129,15,11,0,0,0,0,West Palm Beach,FL,Florida,32904,1288.4
7068,M,0,33407,7,4,84.5,11,9,0,0,0,0,West Palm Beach,FL,Florida,32904,1288.4
7069,F,1,33408,7,2,55.5,32,29,1,0,0,0,North Palm Beach,FL,Florida,18839,1069.3
7070,F,1,33408,7,1,29.5,3,27,0,0,1,0,North Palm Beach,FL,Florida,18839,1069.3
7071,M,0,33408,7,1,44.5,15,33,0,0,1,0,North Palm Beach,FL,Florida,18839,1069.3
7072,M,0,33408,7,4,276.5,28,7,0,0,0,0,North Palm Beach,FL,Florida,18839,1069.3
7073,M,0,33409,7,1,34.5,20,15,0,0,0,0,West Palm Beach,FL,Florida,33372,2061
7074,M,0,33409,7,1,34.5,25,30,0,0,1,0,West Palm Beach,FL,Florida,33372,2061
7075,M,0,33410,7,4,104,13,25,0,0,1,0,Palm Beach Gardens,FL,Florida,36277,1231.9
7076,M,0,33410,7,5,120.5,7,1,0,0,0,0,Palm Beach Gardens,FL,Florida,36277,1231.9
7077,M,0,33411,7,1,84.5,34,13,0,0,0,0,West Palm Beach,FL,Florida,73919,818.9
7078,M,0,33411,7,1,69.5,14,22,1,0,0,0,West Palm Beach,FL,Florida,73919,818.9
7079,M,0,33411,7,4,82,32,28,1,0,0,0,West Palm Beach,FL,Florida,73919,818.9
7080,M,0,33411,7,2,54,10,25,1,0,0,0,West Palm Beach,FL,Florida,73919,818.9
7081,F,1,33414,7,1,49.5,7,20,1,0,0,0,Wellington,FL,Florida,58842,801.5
7082,F,1,33414,7,1,84.5,19,20,1,0,0,0,Wellington,FL,Florida,58842,801.5
7083,M,0,33414,7,1,59.5,29,35,1,0,0,0,Wellington,FL,Florida,58842,801.5
7084,M,0,33414,7,1,9.5,2,5,0,0,0,0,Wellington,FL,Florida,58842,801.5
7085,F,0,33415,7,1,43,30,23,1,0,0,0,West Palm Beach,FL,Florida,51874,2740.2
7086,F,0,33415,7,1,24.5,9,8,0,0,0,0,West Palm Beach,FL,Florida,51874,2740.2
7087,M,0,33417,7,2,142,34,29,0,0,1,0,West Palm Beach,FL,Florida,35555,2076.7
7088,M,0,33417,7,3,112,30,13,0,0,0,0,West Palm Beach,FL,Florida,35555,2076.7
7089,M,0,33418,7,3,111,23,4,0,1,0,0,Palm Beach Gardens,FL,Florida,42997,362.1
7090,M,0,33418,7,1,49.5,22,29,1,0,0,0,Palm Beach Gardens,FL,Florida,42997,362.1
7091,M,1,33424,7,2,83.5,1,4,0,0,0,0,International,International,International,International,International
7092,M,1,33424,7,2,92,18,26,0,0,1,0,International,International,International,International,International
7093,U,1,33428,7,5,133.5,21,2,0,0,0,0,Boca Raton,FL,Florida,45694,1531
7094,U,1,33428,7,3,202,9,6,0,0,0,0,Boca Raton,FL,Florida,45694,1531
7095,U,1,33428,7,1,19.5,14,17,0,0,0,0,Boca Raton,FL,Florida,45694,1531
7096,U,1,33428,7,1,58,16,10,0,0,0,0,Boca Raton,FL,Florida,45694,1531
7097,M,0,33431,7,2,120,4,11,0,0,0,0,Boca Raton,FL,Florida,22488,1042
7098,M,0,33431,7,3,88.5,10,14,0,0,0,0,Boca Raton,FL,Florida,22488,1042
7099,F,1,33431,7,2,170.5,32,8,0,0,0,0,Boca Raton,FL,Florida,22488,1042
7100,F,1,33431,7,1,9.5,13,35,0,0,1,0,Boca Raton,FL,Florida,22488,1042
7101,U,1,33432,7,1,64.5,2,17,1,0,0,0,Boca Raton,FL,Florida,21270,1770.1
7102,U,1,33432,7,5,32.5,3,20,0,0,1,0,Boca Raton,FL,Florida,21270,1770.1
7103,U,1,33432,7,3,53.5,12,33,0,0,1,0,Boca Raton,FL,Florida,21270,1770.1
7104,U,1,33432,7,1,104.5,6,14,0,0,0,0,Boca Raton,FL,Florida,21270,1770.1
7105,F,1,33433,7,1,13,5,23,0,0,1,0,Boca Raton,FL,Florida,45580,1862.6
7106,F,1,33433,7,1,9.5,34,12,0,0,0,0,Boca Raton,FL,Florida,45580,1862.6
7107,M,0,33433,7,2,118.5,29,29,0,1,1,0,Boca Raton,FL,Florida,45580,1862.6
7108,M,0,33433,7,3,102,1,36,1,0,0,0,Boca Raton,FL,Florida,45580,1862.6
7109,M,0,33433,7,1,35.5,16,8,0,0,0,0,Boca Raton,FL,Florida,45580,1862.6
7110,M,0,33433,7,2,19.5,4,33,0,1,1,0,Boca Raton,FL,Florida,45580,1862.6
7111,M,0,33434,7,1,183,25,10,0,0,0,0,Boca Raton,FL,Florida,21214,1185.8
7112,M,0,33434,7,1,114.5,6,4,0,0,0,0,Boca Raton,FL,Florida,21214,1185.8
7113,M,0,33435,7,2,91.5,7,4,0,0,0,0,Boynton Beach,FL,Florida,37533,2223.8
7114,M,0,33435,7,3,212,25,30,0,0,1,0,Boynton Beach,FL,Florida,37533,2223.8
7115,F,0,33436,7,4,136.5,7,2,0,0,0,0,Boynton Beach,FL,Florida,47606,1562.7
7116,F,0,33436,7,1,15.5,16,5,0,0,0,0,Boynton Beach,FL,Florida,47606,1562.7
7117,F,1,33437,7,2,41.5,18,10,0,0,0,0,Boynton Beach,FL,Florida,38178,1370.9
7118,F,1,33437,7,3,68.5,23,18,0,1,0,0,Boynton Beach,FL,Florida,38178,1370.9
7119,M,1,33437,7,2,56.5,13,35,0,0,1,0,Boynton Beach,FL,Florida,38178,1370.9
